"Date","Price","Open","High","Low","Vol.","Change %"
"09/21/2023","96.11","98.60","98.87","95.84","59.70M","-4.22%"
"09/20/2023","100.34","102.36","103.94","100.28","55.18M","-1.25%"
"09/19/2023","101.61","101.75","102.86","100.70","41.70M","-0.74%"
"09/18/2023","102.37","100.82","102.99","99.45","49.06M","0.87%"
"09/15/2023","101.49","106.07","106.76","101.28","71.10M","-4.82%"
"09/14/2023","106.63","108.43","109.15","106.22","45.92M","-1.00%"
"09/13/2023","107.71","105.10","108.74","104.83","44.70M","2.28%"
"09/12/2023","105.31","104.20","106.74","103.18","44.41M","-0.01%"
"09/11/2023","105.32","107.32","107.51","103.00","50.61M","-0.73%"
"09/08/2023","106.09","107.02","109.74","105.75","46.27M","-0.47%"
"09/07/2023","106.59","106.14","107.69","105.09","49.08M","-2.46%"
"09/06/2023","109.28","110.56","111.33","108.22","47.74M","-1.35%"
"09/05/2023","110.78","109.00","111.82","106.30","66.04M","1.22%"
"09/01/2023","109.45","107.00","110.06","106.61","54.86M","3.53%"
"08/31/2023","105.72","106.19","108.06","104.86","58.92M","-0.82%"
"08/30/2023","106.59","105.40","107.67","104.50","54.85M","0.63%"
"08/29/2023","105.92","102.11","106.57","101.79","50.85M","3.23%"
"08/28/2023","102.61","103.47","104.07","100.89","55.39M","0.35%"
"08/25/2023","102.25","101.17","104.12","99.58","74.79M","0.44%"
"08/24/2023","101.80","111.06","111.64","100.87","109.18M","-6.97%"
"08/23/2023","109.43","105.65","110.08","105.00","54.66M","3.57%"
"08/22/2023","105.66","109.40","109.72","104.85","47.34M","-2.37%"
"08/21/2023","108.22","106.20","108.54","105.67","49.32M","2.63%"
"08/18/2023","105.45","102.40","106.07","101.68","59.92M","0.97%"
"08/17/2023","104.44","107.62","107.85","104.10","59.06M","-2.57%"
"08/16/2023","107.19","110.09","110.44","106.98","54.33M","-3.74%"
"08/15/2023","111.35","111.99","113.18","110.17","53.82M","-0.56%"
"08/14/2023","111.98","106.75","111.99","105.42","57.42M","4.10%"
"08/11/2023","107.57","108.85","109.07","106.48","55.67M","-2.41%"
"08/10/2023","110.23","111.30","113.89","109.47","57.30M","-0.22%"
"08/09/2023","110.47","112.89","113.15","108.78","56.26M","-2.44%"
"08/08/2023","113.23","114.94","115.46","111.41","54.14M","-3.06%"
"08/07/2023","116.81","116.36","119.08","115.49","65.85M","0.85%"
"08/04/2023","115.82","114.48","118.85","113.96","83.17M","2.36%"
"08/03/2023","113.15","108.95","114.96","108.95","90.81M","3.48%"
"08/02/2023","109.35","119.49","119.50","107.38","173.37M","-7.02%"
"08/01/2023","117.60","114.26","118.19","113.16","97.28M","2.80%"
"07/31/2023","114.40","114.16","114.68","112.35","54.19M","1.27%"
"07/28/2023","112.96","113.38","114.86","112.44","55.53M","1.67%"
"07/27/2023","111.10","111.79","115.08","110.51","70.68M","0.92%"
"07/26/2023","110.09","111.91","112.36","109.30","51.72M","-2.58%"
"07/25/2023","113.00","111.14","114.05","111.00","44.92M","2.16%"
"07/24/2023","110.61","110.62","111.31","108.55","45.64M","-0.31%"
"07/21/2023","110.95","110.97","112.30","109.54","76.82M","0.63%"
"07/20/2023","110.25","114.96","115.05","109.24","76.34M","-5.31%"
"07/19/2023","116.43","121.30","121.67","115.55","70.36M","-1.27%"
"07/18/2023","117.93","117.55","118.43","115.19","57.98M","-0.33%"
"07/17/2023","118.32","115.95","118.84","112.73","68.59M","2.05%"
"07/14/2023","115.94","116.17","122.12","115.25","91.93M","0.02%"
"07/13/2023","115.92","115.76","116.16","113.57","49.21M","1.17%"
"07/12/2023","114.58","112.89","115.40","112.31","57.99M","2.93%"
"07/11/2023","111.32","111.66","113.27","109.50","59.90M","-1.99%"
"07/10/2023","113.58","113.00","113.61","109.88","49.33M","0.36%"
"07/07/2023","113.17","114.16","115.33","113.04","37.21M","-0.27%"
"07/06/2023","113.48","112.07","113.79","110.31","42.41M","-0.41%"
"07/05/2023","113.95","116.10","117.66","113.86","49.50M","-1.61%"
"07/03/2023","115.82","115.16","116.73","114.51","31.86M","1.68%"
"06/30/2023","113.91","113.03","114.69","112.41","53.38M","2.40%"
"06/29/2023","111.24","112.07","112.76","109.84","58.35M","0.97%"
"06/28/2023","110.17","108.21","111.78","107.63","67.53M","-0.20%"
"06/27/2023","110.39","108.57","110.97","107.08","59.38M","2.68%"
"06/26/2023","107.51","110.95","112.55","107.20","68.56M","-2.27%"
"06/23/2023","110.01","109.31","111.10","107.46","73.62M","-0.62%"
"06/22/2023","110.70","112.24","114.00","109.85","70.75M","-1.26%"
"06/21/2023","112.11","118.49","119.19","111.67","82.84M","-5.73%"
"06/20/2023","118.93","119.08","121.75","117.70","58.85M","-0.96%"
"06/16/2023","120.08","125.82","125.85","119.90","82.01M","-3.35%"
"06/15/2023","124.24","125.39","125.70","122.26","85.59M","-2.43%"
"06/14/2023","127.33","126.53","127.72","123.81","95.89M","2.25%"
"06/13/2023","124.53","132.32","132.83","122.45","132.46M","-3.61%"
"06/12/2023","129.19","128.52","130.48","126.40","85.67M","3.42%"
"06/09/2023","124.92","123.57","127.25","123.55","75.11M","3.20%"
"06/08/2023","121.05","118.29","122.21","117.05","65.25M","2.73%"
"06/07/2023","117.83","124.03","125.34","117.07","81.76M","-5.15%"
"06/06/2023","124.23","117.91","124.42","117.74","75.26M","5.34%"
"06/05/2023","117.93","116.59","119.32","116.42","52.60M","0.06%"
"06/02/2023","117.86","120.75","121.66","117.68","52.38M","-1.35%"
"06/01/2023","119.47","117.29","121.28","116.60","66.03M","1.07%"
"05/31/2023","118.21","122.42","123.96","117.86","87.55M","-5.64%"
"05/30/2023","125.27","130.41","130.79","123.51","98.90M","-1.39%"
"05/26/2023","127.03","122.46","127.43","120.89","92.92M","5.55%"
"05/25/2023","120.35","117.31","120.69","115.80","108.51M","11.16%"
"05/24/2023","108.27","105.98","108.91","105.64","65.91M","0.14%"
"05/23/2023","108.12","107.25","110.99","107.19","73.10M","0.11%"
"05/22/2023","108.00","104.68","108.79","103.49","65.42M","2.06%"
"05/19/2023","105.82","106.36","107.29","104.62","67.88M","-1.95%"
"05/18/2023","107.93","103.98","108.10","103.93","74.34M","4.03%"
"05/17/2023","103.75","101.79","104.14","100.05","75.24M","2.24%"
"05/16/2023","101.48","97.39","103.28","97.31","90.62M","4.19%"
"05/15/2023","97.40","95.20","97.43","93.45","51.75M","2.25%"
"05/12/2023","95.26","96.83","97.45","93.68","53.83M","-1.89%"
"05/11/2023","97.10","98.15","99.19","96.14","57.06M","0.08%"
"05/10/2023","97.02","96.42","99.94","96.12","95.62M","2.06%"
"05/09/2023","95.06","94.89","96.16","93.43","68.67M","0.02%"
"05/08/2023","95.04","89.99","95.65","89.17","95.50M","5.79%"
"05/05/2023","89.84","84.99","90.43","84.72","78.49M","3.73%"
"05/04/2023","86.61","81.57","91.64","81.11","122.84M","6.11%"
"05/03/2023","81.62","83.54","85.48","81.02","109.48M","-9.22%"
"05/02/2023","89.91","89.32","90.46","88.12","70.48M","0.25%"
"05/01/2023","89.69","91.03","91.04","88.61","59.36M","0.36%"
"04/28/2023","89.37","87.02","89.75","86.44","50.69M","2.21%"
"04/27/2023","87.44","86.41","87.57","84.09","53.09M","1.75%"
"04/26/2023","85.94","86.51","87.35","85.32","47.79M","2.55%"
"04/25/2023","83.80","86.90","87.06","83.76","52.77M","-4.31%"
"04/24/2023","87.57","88.11","88.64","86.34","40.42M","-0.97%"
"04/21/2023","88.43","89.80","89.80","88.06","41.12M","-1.86%"
"04/20/2023","90.11","88.82","91.58","88.73","47.08M","0.19%"
"04/19/2023","89.94","88.51","90.54","88.22","37.34M","0.18%"
"04/18/2023","89.78","91.61","92.16","89.33","46.25M","-0.10%"
"04/17/2023","89.87","90.23","90.69","88.30","47.25M","-2.05%"
"04/14/2023","91.75","91.82","92.97","90.50","38.73M","-0.37%"
"04/13/2023","92.09","92.79","93.16","91.83","40.57M","-0.26%"
"04/12/2023","92.33","94.97","95.00","91.74","53.38M","-1.81%"
"04/11/2023","94.03","96.06","96.07","92.69","51.94M","-1.52%"
"04/10/2023","95.48","91.32","95.79","91.02","52.54M","3.26%"
"04/06/2023","92.47","91.47","92.91","90.62","47.78M","-0.10%"
"04/05/2023","92.56","94.35","94.50","91.36","52.98M","-3.45%"
"04/04/2023","95.87","97.04","97.27","95.21","43.20M","-0.71%"
"04/03/2023","96.56","96.69","96.79","94.81","50.66M","-1.48%"
"03/31/2023","98.01","96.34","98.36","95.27","55.86M","0.13%"
"03/30/2023","97.88","98.00","99.53","97.25","59.68M","1.86%"
"03/29/2023","96.09","96.07","96.91","94.87","55.33M","1.62%"
"03/28/2023","94.56","96.77","96.94","92.87","59.15M","-2.12%"
"03/27/2023","96.61","98.02","98.93","95.43","57.46M","-1.37%"
"03/24/2023","97.95","99.18","99.52","96.74","64.74M","-2.32%"
"03/23/2023","100.28","100.05","102.43","98.67","84.09M","2.77%"
"03/22/2023","97.58","95.65","101.70","95.64","110.82M","1.72%"
"03/21/2023","95.93","97.00","99.46","93.64","85.29M","-0.91%"
"03/20/2023","96.81","96.30","96.94","92.90","92.01M","-1.05%"
"03/17/2023","97.84","96.66","98.75","95.94","94.08M","1.28%"
"03/16/2023","96.60","89.72","96.69","89.02","115.98M","7.72%"
"03/15/2023","89.68","86.77","90.42","86.21","86.18M","2.55%"
"03/14/2023","87.45","83.67","88.30","83.59","66.62M","6.63%"
"03/13/2023","82.01","81.39","83.83","78.51","65.27M","-0.80%"
"03/10/2023","82.67","84.47","85.45","81.63","70.27M","-1.62%"
"03/09/2023","84.03","85.29","87.81","83.59","79.50M","-1.57%"
"03/08/2023","85.37","82.79","85.77","82.28","69.53M","3.97%"
"03/07/2023","82.11","81.07","84.85","80.67","70.96M","1.17%"
"03/06/2023","81.16","82.03","83.30","81.04","54.54M","-0.44%"
"03/03/2023","81.52","80.40","81.63","79.34","54.54M","1.34%"
"03/02/2023","80.44","77.57","80.92","76.65","60.19M","2.75%"
"03/01/2023","78.29","78.55","80.29","77.88","44.27M","-0.37%"
"02/28/2023","78.58","77.87","80.14","77.42","44.22M","-0.24%"
"02/27/2023","78.77","79.64","80.12","78.53","45.62M","0.87%"
"02/24/2023","78.09","77.75","78.81","76.94","46.70M","-2.08%"
"02/23/2023","79.75","80.63","81.79","77.96","76.39M","4.10%"
"02/22/2023","76.61","76.93","78.13","75.92","50.29M","-0.21%"
"02/21/2023","76.77","77.15","78.46","76.45","44.05M","-2.20%"
"02/17/2023","78.50","79.60","79.65","77.37","47.83M","-1.97%"
"02/16/2023","80.08","82.98","83.35","80.05","57.76M","-5.99%"
"02/15/2023","85.18","85.10","85.89","83.32","46.48M","-0.90%"
"02/14/2023","85.95","82.70","86.18","81.77","55.98M","3.39%"
"02/13/2023","83.13","81.57","84.15","80.90","45.40M","2.03%"
"02/10/2023","81.48","82.29","82.71","80.47","49.33M","-2.08%"
"02/09/2023","83.21","85.88","86.67","82.76","46.53M","-1.75%"
"02/08/2023","84.69","85.88","88.00","84.54","54.14M","-1.42%"
"02/07/2023","85.91","84.32","86.25","82.52","65.29M","2.66%"
"02/06/2023","83.68","84.63","86.28","83.22","53.01M","-2.80%"
"02/03/2023","86.09","86.65","88.80","85.83","66.56M","-2.51%"
"02/02/2023","88.31","84.29","88.94","83.20","97.76M","4.34%"
"02/01/2023","84.64","78.47","85.48","77.88","152.55M","12.63%"
"01/31/2023","75.15","72.26","75.20","72.03","71.67M","3.73%"
"01/30/2023","72.45","74.23","74.64","72.40","48.11M","-3.91%"
"01/27/2023","75.40","73.70","76.74","73.49","58.12M","0.32%"
"01/26/2023","75.16","76.50","77.08","74.28","49.58M","0.33%"
"01/25/2023","74.91","72.90","75.12","72.09","49.93M","0.28%"
"01/24/2023","74.70","73.75","75.64","73.42","60.82M","-2.39%"
"01/23/2023","76.53","72.22","76.59","71.54","84.29M","9.22%"
"01/20/2023","70.07","68.01","70.13","67.45","47.76M","3.49%"
"01/19/2023","67.71","68.97","69.25","67.26","47.19M","-4.00%"
"01/18/2023","70.53","71.87","72.78","70.50","39.54M","-1.48%"
"01/17/2023","71.59","70.87","72.66","70.65","42.62M","0.83%"
"01/13/2023","71.00","69.84","71.10","69.23","45.76M","0.28%"
"01/12/2023","70.80","70.07","71.65","67.18","70.07M","2.52%"
"01/11/2023","69.06","68.39","69.13","67.22","44.47M","1.48%"
"01/10/2023","68.05","66.67","68.15","66.56","41.15M","1.20%"
"01/09/2023","67.24","66.22","69.32","65.67","69.74M","5.13%"
"01/06/2023","63.96","63.15","64.30","60.05","70.16M","2.62%"
"01/05/2023","62.33","64.15","64.35","62.30","46.16M","-3.60%"
"01/04/2023","64.66","65.00","65.79","63.31","47.48M","1.00%"
"01/03/2023","64.02","66.00","66.88","63.59","46.85M","-1.16%"
"12/30/2022","64.77","63.77","64.82","63.14","37.13M","-0.08%"
"12/29/2022","64.82","63.63","65.18","63.06","41.43M","3.60%"
"12/28/2022","62.57","62.54","63.54","61.96","39.53M","-1.11%"
"12/27/2022","63.27","63.87","64.28","62.97","36.09M","-1.94%"
"12/23/2022","64.52","63.11","64.66","62.72","45.92M","1.03%"
"12/22/2022","63.86","66.08","66.31","62.26","73.92M","-5.64%"
"12/21/2022","67.68","65.43","67.85","65.21","44.17M","4.04%"
"12/20/2022","65.05","63.76","66.06","63.52","52.43M","0.71%"
"12/19/2022","64.59","65.12","65.59","63.71","46.25M","-1.25%"
"12/16/2022","65.41","66.25","67.19","64.80","62.44M","-1.68%"
"12/15/2022","66.53","67.60","68.21","66.12","58.56M","-3.48%"
"12/14/2022","68.93","70.93","72.00","68.32","67.28M","-3.80%"
"12/13/2022","71.65","74.87","75.21","70.66","72.46M","1.39%"
"12/12/2022","70.67","68.54","70.67","67.53","60.97M","3.03%"
"12/09/2022","68.59","69.49","70.67","68.52","59.06M","-2.67%"
"12/08/2022","70.47","70.14","71.22","69.00","56.73M","0.47%"
"12/07/2022","70.14","69.53","71.37","69.28","59.18M","-0.18%"
"12/06/2022","70.27","73.08","73.39","69.40","64.97M","-4.55%"
"12/05/2022","73.62","74.54","75.17","72.82","47.02M","-1.81%"
"12/02/2022","74.98","75.05","76.28","73.65","64.38M","-3.23%"
"12/01/2022","77.48","78.31","79.23","76.44","59.83M","-0.19%"
"11/30/2022","77.63","73.38","77.70","72.81","88.47M","5.78%"
"11/29/2022","73.39","73.62","74.49","72.78","51.85M","0.27%"
"11/28/2022","73.19","73.81","75.47","72.57","45.45M","-2.60%"
"11/25/2022","75.14","75.67","76.04","74.75","26.02M","-1.65%"
"11/23/2022","76.40","75.49","78.22","75.30","81.62M","1.53%"
"11/22/2022","75.25","72.72","75.33","72.11","55.45M","3.85%"
"11/21/2022","72.46","72.21","72.98","71.57","51.54M","-1.51%"
"11/18/2022","73.57","75.07","75.35","72.18","73.22M","-0.45%"
"11/17/2022","73.90","70.56","74.38","70.16","82.32M","1.65%"
"11/16/2022","72.70","73.65","74.83","71.93","79.97M","-4.81%"
"11/15/2022","76.37","77.26","79.16","75.39","108.95M","3.86%"
"11/14/2022","73.53","75.22","75.25","72.67","108.89M","1.60%"
"11/11/2022","72.37","69.58","73.32","68.29","111.71M","5.70%"
"11/10/2022","68.47","64.30","68.80","63.62","108.00M","14.27%"
"11/09/2022","59.92","62.28","63.05","59.80","62.94M","-6.16%"
"11/08/2022","63.85","64.09","64.96","62.37","75.94M","1.22%"
"11/07/2022","63.08","62.93","63.53","61.40","62.72M","1.43%"
"11/04/2022","62.19","62.50","63.00","60.53","84.79M","3.46%"
"11/03/2022","60.11","58.11","62.28","58.03","95.28M","2.52%"
"11/02/2022","58.63","63.00","63.93","58.57","142.67M","-1.73%"
"11/01/2022","59.66","61.49","61.99","59.42","83.81M","-0.67%"
"10/31/2022","60.06","60.75","61.86","59.53","73.27M","-3.14%"
"10/28/2022","62.01","59.10","62.35","58.92","78.20M","5.82%"
"10/27/2022","58.60","61.60","62.72","58.51","83.87M","-1.89%"
"10/26/2022","59.73","59.69","61.77","59.15","79.92M","-2.83%"
"10/25/2022","61.47","58.76","61.97","58.69","85.50M","4.72%"
"10/24/2022","58.70","58.57","59.00","56.66","76.31M","-0.20%"
"10/21/2022","58.82","57.22","58.91","55.71","95.37M","1.82%"
"10/20/2022","57.77","57.47","60.20","57.40","79.55M","0.94%"
"10/19/2022","57.23","57.33","59.04","56.57","75.70M","-1.19%"
"10/18/2022","57.92","59.91","60.49","56.40","103.06M","-0.07%"
"10/17/2022","57.96","57.35","58.51","57.10","76.98M","3.61%"
"10/14/2022","55.94","59.60","59.94","55.83","96.96M","-5.09%"
"10/13/2022","58.94","55.52","60.14","54.57","131.16M","1.88%"
"10/12/2022","57.85","57.45","58.32","56.32","89.26M","0.38%"
"10/11/2022","57.63","57.21","58.92","56.05","114.05M","-0.31%"
"10/10/2022","57.81","57.31","58.79","56.30","112.24M","-1.08%"
"10/07/2022","58.44","64.01","64.03","58.22","163.79M","-13.87%"
"10/06/2022","67.85","67.82","70.29","67.66","98.33M","-0.13%"
"10/05/2022","67.94","66.59","68.69","64.51","87.13M","0.06%"
"10/04/2022","67.90","68.27","69.18","67.33","77.16M","2.71%"
"10/03/2022","66.11","64.46","66.91","63.39","83.84M","4.34%"
"09/30/2022","63.36","63.62","65.91","63.34","81.66M","-1.22%"
"09/29/2022","64.14","67.15","67.20","62.83","102.55M","-6.17%"
"09/28/2022","68.36","67.11","68.80","66.56","72.39M","1.77%"
"09/27/2022","67.17","67.90","68.78","66.00","94.87M","1.31%"
"09/26/2022","66.30","67.87","68.74","66.25","82.90M","-2.44%"
"09/23/2022","67.96","68.00","69.08","66.82","87.69M","-2.22%"
"09/22/2022","69.50","73.89","74.29","69.17","101.44M","-6.69%"
"09/21/2022","74.48","75.43","78.41","74.45","82.07M","-1.02%"
"09/20/2022","75.25","76.08","76.58","74.73","51.13M","-1.98%"
"09/19/2022","76.77","75.39","77.34","75.35","64.97M","0.34%"
"09/16/2022","76.51","75.62","76.82","74.68","75.30M","-0.20%"
"09/15/2022","76.66","76.64","77.97","74.90","81.82M","-1.02%"
"09/14/2022","77.45","77.10","78.08","75.87","71.48M","0.55%"
"09/13/2022","77.03","80.96","81.47","76.80","80.92M","-8.99%"
"09/12/2022","84.64","84.89","85.35","83.46","71.92M","-0.95%"
"09/09/2022","85.45","84.03","85.68","83.84","68.94M","3.23%"
"09/08/2022","82.78","80.03","83.45","79.24","89.09M","3.98%"
"09/07/2022","79.61","79.24","80.25","77.74","67.89M","1.13%"
"09/06/2022","78.72","80.41","80.89","78.37","68.73M","-1.89%"
"09/02/2022","80.24","83.32","83.65","79.81","84.92M","-2.54%"
"09/01/2022","82.33","82.35","82.75","78.52","94.85M","-2.99%"
"08/31/2022","84.87","86.28","86.72","83.72","64.99M","-2.38%"
"08/30/2022","86.94","90.06","90.15","85.34","69.09M","-1.75%"
"08/29/2022","88.49","90.05","91.19","88.26","61.14M","-2.95%"
"08/26/2022","91.18","96.29","97.60","91.12","65.55M","-6.17%"
"08/25/2022","97.18","93.14","97.57","93.14","61.02M","4.80%"
"08/24/2022","92.73","92.21","93.38","90.90","56.52M","0.26%"
"08/23/2022","92.49","92.39","94.44","92.11","52.59M","-0.38%"
"08/22/2022","92.84","94.40","95.02","92.36","61.84M","-3.24%"
"08/19/2022","95.95","98.67","99.25","94.59","67.22M","-4.47%"
"08/18/2022","100.44","97.74","101.07","96.73","76.06M","2.21%"
"08/17/2022","98.27","99.26","99.64","96.72","63.74M","-1.93%"
"08/16/2022","100.20","100.84","101.45","98.32","60.22M","-0.80%"
"08/15/2022","101.01","100.50","101.85","99.80","61.33M","0.18%"
"08/12/2022","100.83","99.20","101.40","98.48","72.32M","2.76%"
"08/11/2022","98.12","99.93","102.37","98.00","77.52M","-0.94%"
"08/10/2022","99.05","98.45","99.35","95.61","83.42M","3.67%"
"08/09/2022","95.54","97.95","98.05","93.67","89.47M","-4.53%"
"08/08/2022","100.07","100.06","101.80","97.99","92.69M","-2.19%"
"08/05/2022","102.31","101.05","103.86","100.98","93.86M","-1.54%"
"08/04/2022","103.91","97.50","104.59","97.26","125.86M","5.93%"
"08/03/2022","98.09","94.83","98.77","93.62","131.14M","-1.21%"
"08/02/2022","99.29","95.71","100.92","95.36","116.73M","2.59%"
"08/01/2022","96.78","95.59","98.39","93.96","96.48M","2.45%"
"07/29/2022","94.47","90.70","94.81","90.56","76.63M","3.05%"
"07/28/2022","91.67","90.42","92.22","88.59","79.01M","2.06%"
"07/27/2022","89.82","86.94","90.62","86.29","78.30M","5.36%"
"07/26/2022","85.25","87.00","87.75","84.71","69.18M","-2.62%"
"07/25/2022","87.54","86.57","87.60","85.12","70.08M","-0.64%"
"07/22/2022","88.10","90.20","90.69","87.04","76.99M","-3.28%"
"07/21/2022","91.09","89.60","91.58","88.22","90.45M","1.86%"
"07/20/2022","89.43","85.39","89.92","85.08","88.35M","4.13%"
"07/19/2022","85.88","82.76","86.41","82.19","85.05M","5.46%"
"07/18/2022","81.43","82.21","84.47","80.94","90.46M","0.39%"
"07/15/2022","81.11","79.36","81.20","77.90","76.05M","3.19%"
"07/14/2022","78.60","78.23","79.25","76.00","83.49M","1.39%"
"07/13/2022","77.52","74.94","79.11","74.48","79.35M","1.52%"
"07/12/2022","76.36","76.98","77.44","74.43","77.87M","-0.77%"
"07/11/2022","76.95","77.85","78.29","75.84","76.25M","-3.02%"
"07/08/2022","79.35","78.31","80.47","77.40","83.41M","0.06%"
"07/07/2022","79.30","77.19","79.99","76.90","83.64M","5.24%"
"07/06/2022","75.35","75.17","76.28","73.55","85.46M","0.20%"
"07/05/2022","75.20","71.98","75.21","71.60","95.69M","2.08%"
"07/01/2022","73.67","75.18","75.45","72.69","87.73M","-3.66%"
"06/30/2022","76.47","77.73","78.91","75.48","105.37M","-1.95%"
"06/29/2022","77.99","79.55","79.75","76.51","104.14M","-3.45%"
"06/28/2022","80.78","85.71","86.73","80.43","95.75M","-6.24%"
"06/27/2022","86.16","87.36","88.22","85.25","74.66M","-1.06%"
"06/24/2022","87.08","83.56","87.53","83.08","88.55M","5.64%"
"06/23/2022","82.43","84.32","84.41","80.23","100.61M","-1.58%"
"06/22/2022","83.75","84.40","86.38","83.30","86.63M","-0.05%"
"06/21/2022","83.79","84.17","85.81","82.60","87.78M","2.72%"
"06/17/2022","81.57","82.19","82.94","79.43","105.21M","-0.59%"
"06/16/2022","82.05","86.63","86.73","80.64","102.43M","-8.12%"
"06/15/2022","89.30","87.90","90.86","86.19","95.77M","2.66%"
"06/14/2022","86.99","87.41","88.30","85.82","84.07M","0.00%"
"06/13/2022","86.99","91.26","92.03","86.64","98.15M","-8.26%"
"06/10/2022","94.82","98.82","99.93","94.25","102.21M","-4.03%"
"06/09/2022","98.80","101.57","103.94","98.74","95.30M","-3.04%"
"06/08/2022","101.90","104.57","105.85","100.41","97.64M","-3.21%"
"06/07/2022","105.28","104.24","106.24","102.61","79.02M","-0.35%"
"06/06/2022","105.65","108.27","109.57","104.22","96.73M","-0.61%"
"06/03/2022","106.30","105.80","109.39","104.65","110.84M","-2.11%"
"06/02/2022","108.59","100.78","109.50","100.78","120.95M","7.28%"
"06/01/2022","101.22","102.13","103.57","99.55","99.35M","-0.63%"
"05/31/2022","101.86","102.43","104.55","100.04","125.10M","-0.39%"
"05/27/2022","102.26","100.14","102.40","99.38","104.35M","3.55%"
"05/26/2022","98.75","91.34","100.33","90.74","128.79M","6.58%"
"05/25/2022","92.65","90.43","93.89","89.52","111.77M","1.63%"
"05/24/2022","91.16","92.54","93.42","89.62","123.34M","-4.11%"
"05/23/2022","95.07","91.66","95.19","90.92","128.77M","1.68%"
"05/20/2022","93.50","98.39","98.64","88.26","164.13M","-3.28%"
"05/19/2022","96.67","96.69","100.69","95.09","141.51M","0.41%"
"05/18/2022","96.28","100.00","104.22","95.71","142.60M","-6.04%"
"05/17/2022","102.47","97.88","103.20","97.54","164.23M","8.73%"
"05/16/2022","94.24","93.86","98.17","93.08","131.07M","-0.93%"
"05/13/2022","95.12","88.30","96.57","88.22","138.07M","9.26%"
"05/12/2022","87.06","86.60","88.55","83.27","129.21M","-0.98%"
"05/11/2022","87.92","87.84","93.46","86.53","136.14M","-0.91%"
"05/10/2022","88.73","89.18","90.77","85.41","137.24M","2.74%"
"05/09/2022","86.36","92.86","93.74","85.38","144.52M","-9.42%"
"05/06/2022","95.34","94.34","98.18","92.65","144.29M","1.57%"
"05/05/2022","93.87","97.65","97.84","92.17","153.13M","-5.58%"
"05/04/2022","99.42","98.18","99.69","91.70","225.39M","9.10%"
"05/03/2022","91.13","89.85","92.21","89.01","126.38M","1.44%"
"05/02/2022","89.84","85.65","90.37","85.32","98.30M","5.05%"
"04/29/2022","85.52","88.05","91.79","85.38","82.65M","-4.60%"
"04/28/2022","89.64","86.67","90.58","84.78","91.50M","5.57%"
"04/27/2022","84.91","84.25","87.90","84.02","83.13M","-0.29%"
"04/26/2022","85.16","89.74","90.12","85.08","89.13M","-6.10%"
"04/25/2022","90.69","89.86","91.37","88.61","93.48M","2.89%"
"04/22/2022","88.14","90.03","91.46","87.93","75.02M","-1.90%"
"04/21/2022","89.85","95.16","96.23","89.24","76.68M","-4.44%"
"04/20/2022","94.02","97.84","97.91","93.20","62.49M","-3.00%"
"04/19/2022","96.93","93.39","97.07","92.84","77.07M","3.24%"
"04/18/2022","93.89","92.03","95.16","91.64","80.61M","0.89%"
"04/14/2022","93.06","98.37","98.39","92.92","73.35M","-4.79%"
"04/13/2022","97.74","95.30","98.33","94.71","77.73M","2.78%"
"04/12/2022","95.10","98.78","99.59","94.60","89.25M","-2.33%"
"04/11/2022","97.37","98.60","98.67","95.94","95.53M","-3.59%"
"04/08/2022","101.00","102.51","102.99","100.42","92.75M","-2.62%"
"04/07/2022","103.72","103.92","105.24","100.91","91.90M","0.05%"
"04/06/2022","103.67","104.45","105.74","101.71","105.26M","-2.95%"
"04/05/2022","106.82","109.68","110.48","106.05","79.53M","-3.36%"
"04/04/2022","110.53","109.97","110.94","107.03","90.22M","2.16%"
"04/01/2022","108.19","110.48","111.42","106.10","111.87M","-1.05%"
"03/31/2022","109.34","116.31","116.38","109.02","147.00M","-8.29%"
"03/30/2022","119.22","123.04","125.67","118.59","99.48M","-3.25%"
"03/29/2022","123.23","122.28","123.71","119.59","94.14M","2.49%"
"03/28/2022","120.24","117.70","120.41","116.71","92.97M","0.48%"
"03/25/2022","119.67","119.92","121.40","117.25","95.85M","-0.71%"
"03/24/2022","120.53","114.96","120.55","113.71","121.96M","5.80%"
"03/23/2022","113.92","114.29","117.55","112.21","90.58M","-0.75%"
"03/22/2022","114.78","115.43","117.95","113.81","101.67M","-0.98%"
"03/21/2022","115.92","113.73","117.57","112.54","101.91M","2.17%"
"03/18/2022","113.46","111.28","114.93","110.55","105.83M","1.58%"
"03/17/2022","111.69","112.14","114.27","109.71","103.20M","-3.19%"
"03/16/2022","115.37","111.60","115.42","109.89","113.69M","5.52%"
"03/15/2022","109.33","102.66","109.69","101.79","112.43M","6.92%"
"03/14/2022","102.25","102.99","105.24","101.04","89.73M","-1.96%"
"03/11/2022","104.29","108.13","108.19","104.08","87.58M","-2.04%"
"03/10/2022","106.46","108.89","109.07","103.07","102.56M","-4.13%"
"03/09/2022","111.05","108.41","111.71","106.85","102.31M","5.23%"
"03/08/2022","105.53","102.81","109.90","100.08","135.35M","2.51%"
"03/07/2022","102.95","108.53","109.53","102.82","92.60M","-5.04%"
"03/04/2022","108.41","112.00","113.00","106.81","100.67M","-3.19%"
"03/03/2022","111.98","118.13","118.26","111.05","123.92M","-5.33%"
"03/02/2022","118.28","115.47","119.48","113.31","118.36M","3.91%"
"03/01/2022","113.83","122.33","122.43","112.80","126.55M","-7.71%"
